title,company,location,how_old,link
Analista de Riscos Operacionais de Tecnologia - PL,Itaú,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a4f03ee540587111&fccid=df3b23afae2f3514&vjs=3
Pessoa Desenvolvedora FullStack - Interface em produto,Não encontrada,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=8958a659e5176c42&fccid=dd616958bd9ddc12&vjs=3
Engenheiro de Software Backend (Python e RESTful APIs),Turing.com,Home office,Postedhá 19 dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Software-Backend-67c0e4db59fc51d6?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor Back End - Python | Django,Gedanken,"Home office in São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=151ffd5df86c4b92&fccid=44bf43fc2a87448f&vjs=3
Junior Cybersecurity Researcher,Samsung Electronics,"Campinas, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=5bd9a666e7f4bf1a&fccid=da3c7fed78dd1607&vjs=3
Analista de estratégia de Prevenção a Fraudes PL,FortBrasil,"Home office in Fortaleza, CE",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=7525e824c2bf1c90&fccid=c9cdf4755805be1e&vjs=3
Senior Analytics and Media Manager,Amzn Servicos de Varejo do Bra,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=330c7f09ea40e819&fccid=fe2d21eef233e94a&vjs=3
Cientista de Dados - Pleno,BP,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=27faacb918a10eea&fccid=03cacc905f5db444&vjs=3
Arquiteto de Software,DXC Technology,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6af8faaf0abb6b33&fccid=feaabf8e6a699d3c&vjs=3
Desenvolvedor de Integrações,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=17ff1d9a9576fe23&fccid=cb04dcec7a7ab7a1&vjs=3
DADOS - CRÉDITO | ANALISTA SÊNIOR,Banco Next,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=05c14aff3f116c82&fccid=7c9b2962e3f3881d&vjs=3
Desenvolvedor Blockchain - Remoto,CPQD,"Home office in Campinas, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=d441b78642d224c1&fccid=d7d3c71610f67ee0&vjs=3
Survey Writer,TOP Agency,,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=f8ba50da56b68117&fccid=95ba0f0f3bc059a8&vjs=3
Cientista de Dados na Juvo (1467),Keep Simple,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8e998adf9d4f8419&fccid=0e7a2b7d426aa1e3&vjs=3
Gerente de TI,EVEO Cloud,"Home office in São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=e710ecb89e0fa8df&fccid=c1757b925b795da0&vjs=3
Programador(a) Fullstack – (Python & Javascript),Neoprospecta,"Cachoeira do Bom Jesus, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=42e47ab9cecffe43&fccid=2de99084204d5353&vjs=3
Desenvolvedor: Back - Full Stack Sr.,Plus-IT Consulting,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=3dfadbb2adf595f1&fccid=18029a0d1b99cbb7&vjs=3
Espec Tecnologia e Operações (Telemetria de Motores),Santander Brasil,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=ae6681f67aa7303c&fccid=e57a47a3d1d90e39&vjs=3
Analista de Controladoria e Planejamento Sênior,Americas Health,"Goiânia, GO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=43b3589989ae8481&fccid=4e758cd4a7f3a8f6&vjs=3
Pessoa Cientista de Dados | Data Science,PicPay,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=33c01c433970773c&fccid=c031daea3b1126ba&vjs=3
Desenvolvedor de Software - Automação,"É simples, é SAP, é Fusion",Home office,PostedRecém publicada,https://br.indeed.com/rc/clk?jk=cdab00cd2b83adc3&fccid=dd616958bd9ddc12&vjs=3
Technical Artist Senior - CGI Development,CreativeDrive / Accenture,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=82dda9cf7910f6f1&fccid=dd616958bd9ddc12&vjs=3
"Desenvolvedor Full Stack (Python, Django, JavaScript e React)",Turing.com,Home office,Postedhá 30 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-88ceedc112ba9d48?fccid=a2e0cbec0b626661&vjs=3
Analista de Prevenção a Fraude Sr,Banco Safra,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/company/Safra/jobs/Analista-Preven%C3%A7%C3%A3o-Fraude-Senior-a14991bf44561338?fccid=5d74d5e4665467cf&vjs=3
Pessoa Desenvolvedora Java Junior,Mobicare,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1a68767df54e2b06&fccid=f77ebbdbdee1ef5e&vjs=3
ESTAGIO - Analista de Negócios,Tocalivros,"São Paulo, SP",EmployerAtiva 3 dias atrás,https://br.indeed.com/company/tocalivros/jobs/Estagio-e8c66c182c964778?fccid=5ce41dd99a5ed57d&vjs=3
Desenvolvedor Back End,Roberta Lage Consultoria de RH,"Belo Horizonte, MG",Postedhá 9 dias,https://br.indeed.com/company/Roberta-Lage-Consultoria-de-RH/jobs/Desenvolvedor-Back-End-3a4e398688f7d015?fccid=c976e11a6c2cbc9c&vjs=3
Vaga de estágio Engenharia Elétrica,INSTITUTO EUVALDO LODI,"Curitiba, PR",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=2baf6e5205072354&fccid=1cbca0579d4bc836&vjs=3
GDP-552 - Estágio em Desenvolvimento,Instituto Atlântico,"Fortaleza, CE",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=48028bef5eed7f67&fccid=e943863d58edb276&vjs=3
Especialista em Data Analytics,Lojas Renner,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2545623da855b392&fccid=0421650f9c724b35&vjs=3
IT Analyst,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=820e30c1085cb5b8&fccid=e57a47a3d1d90e39&vjs=3
Principal Machine Learning Engineer - QuantumBlack - MLOps,McKinsey & Company,"São Paulo, SP",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=69c54e4c1991f47b&fccid=6576e7250aa78c3c&vjs=3
Desenvolvedor(a) Back-End (DevOps),Não encontrada,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=9a2a5257c9f17776&fccid=dd616958bd9ddc12&vjs=3
Data Science Analyst,Creditas,"Home office in São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=a06f295d8511c470&fccid=5938c0542db98e69&vjs=3
ESTÁGIO ANÁLISE DE DADOS - SEBRAE,IEL / FIEMG,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6ae32e125d25ba62&fccid=ccbb54caf8f029c4&vjs=3
[Estágio] Analista de Operações,GCB Investimentos,"São Paulo, SP",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=96561da72faab9e9&fccid=5ef9a503c09f8abc&vjs=3
Estágio em Ciência de Dados,GRH Group,"Home office in Sorocaba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ebd61c58dfdc0053&fccid=79481f76fe84a2c8&vjs=3
GDP-552 - Estágio em Desenvolvimento,Instituto Atlântico,"Fortaleza, CE",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=48028bef5eed7f67&fccid=e943863d58edb276&vjs=3
Especialista em Data Analytics,Lojas Renner,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2545623da855b392&fccid=0421650f9c724b35&vjs=3
IT Analyst,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=820e30c1085cb5b8&fccid=e57a47a3d1d90e39&vjs=3
Principal Machine Learning Engineer - QuantumBlack - MLOps,McKinsey & Company,"São Paulo, SP",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=69c54e4c1991f47b&fccid=6576e7250aa78c3c&vjs=3
Desenvolvedor(a) Back-End (DevOps),Não encontrada,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=9a2a5257c9f17776&fccid=dd616958bd9ddc12&vjs=3
Data Science Analyst,Creditas,"Home office in São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=a06f295d8511c470&fccid=5938c0542db98e69&vjs=3
ESTÁGIO ANÁLISE DE DADOS - SEBRAE,IEL / FIEMG,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6ae32e125d25ba62&fccid=ccbb54caf8f029c4&vjs=3
[Estágio] Analista de Operações,GCB Investimentos,"São Paulo, SP",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=96561da72faab9e9&fccid=5ef9a503c09f8abc&vjs=3
Estágio em Ciência de Dados,GRH Group,"Home office in Sorocaba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ebd61c58dfdc0053&fccid=79481f76fe84a2c8&vjs=3
Assistente de BackOffice de Energia,CISER,"Joinville, SC",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=fed8866ad7d4692a&fccid=2db9807761dfef62&vjs=3
Pessoa Analista de Dados | Data Analytics,PicPay,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f3764a7d1e607b7&fccid=c031daea3b1126ba&vjs=3
Consultor (a) de Integridade de Pagamento / Analytics - SP,Amil,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=99440eeb32f7a17c&fccid=d3d3520998346837&vjs=3
Estatístico Jr,People Talent,"Home office in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=423cf7a4ed1d40ea&fccid=60f824d29fbc1891&vjs=3
Desenvolvedor (a) FullStack,Leads2b,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=377f379ce341ed79&fccid=175e15006ce25d2a&vjs=3
ANALISTA DE DESENVOLVIMENTO DE SOFTWARE JR. (19315),Bosch Group,"Home office in Campinas, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=a17f0ab5f224e04b&fccid=a2faf1301ac6ad4b&vjs=3
Analistica Logistica Sr,Ball Corporation,"São José dos Campos, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=3f5a349a678ec662&fccid=b037a338aef47a20&vjs=3
Desenvolvedor Full Stack Python | React Js Senior - NIARA,"Grupo Hive | Omnibees, Bee2Pay e Niara",Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0e53650d967d7f59&fccid=dd616958bd9ddc12&vjs=3
Machine Learning Engineer - QuantumBlack Labs,McKinsey & Company,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=4e0ca68c423447be&fccid=6576e7250aa78c3c&vjs=3
ESTÁGIO | RISCO DE MERCADO | hEDGEpoint,Grupo Capacitare,"Home office in São Paulo, SP",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=e3b1ce9582f2ba8f&fccid=8614d49e59739b61&vjs=3
Analista de Sistemas / Desenvolvedor,Viação Ouro e Prata,"Porto Alegre, RS",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=7aacb2b7b81ccd37&fccid=b175365414b6463a&vjs=3
Engenheiro DevOps Sênior (Python),Turing.com,Home office,Postedhá 1 dia,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Devops-S%C3%AAnior-1a229fc0893b4a0d?fccid=a2e0cbec0b626661&vjs=3
DevOps Engineer,KAVAK Careers,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=7e13f685f929c868&fccid=5fb7d934735a817d&vjs=3
Analista de CRM Pleno ️,Itaú,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=029e134714775f57&fccid=df3b23afae2f3514&vjs=3
Data Engineer,MasterCard,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=595cd89362ca8fed&fccid=10b5c722d846df43&vjs=3
Analista de DevOps,Senior Sistemas,"Blumenau, SC",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=f38f3af866ac5786&fccid=e1dc47ab7b04aa94&vjs=3
"Desenvolvedor Backend (Python, Django, PostgreSQL e AWS)",Turing.com,Home office,EmployerAtiva 9 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Backend-952e95d484dc7f59?fccid=a2e0cbec0b626661&vjs=3
Application Developer-Experience Front End,IBM,,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=77b5457aeb583b6b&fccid=de71a49b535e21cb&vjs=3
"DevOps (Python, Azure, AWS, GCP e Kubernetes)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Devops-3bd7eec3f5700fcf?fccid=a2e0cbec0b626661&vjs=3
Líder Técnico,Curriculum.com.br,,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=72695b9390be870b&fccid=22d7ce555383096d&vjs=3
Analista de Integração de Dados,Triad Systems,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=ad0e7f3aeeb80220&fccid=17568b11f72cc453&vjs=3
Especialista Prevenção a Fraudes,Banco BV,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=ef2a48cde62799f5&fccid=ceee6c892674bc45&vjs=3
Software Engineer (Python/Linux/Packaging),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=72865f32674b7e62&fccid=d40b824c7b625849&vjs=3
Cyber Security Intern,Samsung Electronics,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=51b033d97570891f&fccid=da3c7fed78dd1607&vjs=3
Estágio em Automação de Processos (RPA),CIA Hering,"Blumenau, SC",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=cc79f2f4662ef6f5&fccid=a76c73cacfc7a3e6&vjs=3
Desenvolvedor(a) Back-end,Escola Mais,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6a0d6b5561f0f545&fccid=2dbaab9186062736&vjs=3
Arquiteto de Integrações,Cobli,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5d1e5b9bfc2bf5f6&fccid=a793438efc260ec2&vjs=3
"Desenvolvedor de Software (Python, React e SQL)",Turing.com,Home office,EmployerAtiva 9 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Software-d35dae8bd5f1bf7b?fccid=a2e0cbec0b626661&vjs=3
Analista de MIS,credsystem,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cc0aad1d811a6c1a&fccid=e35ff851d1795831&vjs=3
Analista de Pricing l São José dos Campos,Buser,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bcd36f28e5d81a1b&fccid=40e924d2680bf78d&vjs=3
Cloud Developer Specialist (R-Shiny / Python),dataRain Consulting - Careers,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=90894cf15b2ef70a&fccid=dd616958bd9ddc12&vjs=3
Data Intelligence Lead,Wework,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=4011d283cd740012&fccid=e76dadb9a0d8a2cf&vjs=3
QA Manual Pleno,Dextra,"Campinas, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=5ef8214f9d46c695&fccid=f11cf1a9f70181d8&vjs=3
Computer and Information Research Scientist,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5f29e24a1d0bb416&fccid=164a79a2d47e57e3&vjs=3
Estágio - Backend,2RP Net,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=debeb660a55f5c1b&fccid=7f1b33b834a2ecf0&vjs=3
Desenvolvedor (a) Python/ML/Analytics,Instituto de Pesquisas Eldorado,"Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d0e4fec75a5ead81&fccid=97ac87bbe35a26cc&vjs=3
Product Manager - Core Finance,will bank,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=d3c5c24e7874989a&fccid=6f87f0f19f9e71be&vjs=3
Desenvolvedor(a) Back-end Sênior (Python) - Tribo SRE,Luizalabs,Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=089529ef64a1de80&fccid=5d64e462228ff346&vjs=3
Analista QA – Salvador – BA,BuscarVagas,"Salvador, BA",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=5e084f4bf9c5e8d2&fccid=73abce787a9b9ca5&vjs=3
Credit Analyst – Financial Institutions Moody's Local,Moody's Investors Service,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=626dbe475ba1144e&fccid=28eefc5b86560831&vjs=3
Senior BI Analyst - Remote,Seedz,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=8bd77641651e42f2&fccid=ea45409212384433&vjs=3
"Especialista de controladoria, Custos",Nubank,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cd12ad32ec74b07c&fccid=1319f0c8ca907f90&vjs=3
ANALISTA DE INFRAESTRUTURA JUNIOR,Veolia,"São José, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ad5eb59d71f4c019&fccid=28ee277926be0542&vjs=3
Backend Software Developer for Machine Translation,SAP,"São Leopoldo, RS",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=0e7a648a9216be0d&fccid=156c7820d1988640&vjs=3
Estágio em Relacionamento com o cliente,Supergasbras,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50be20518d7dade0&fccid=338e9578cf559ebb&vjs=3
CÓD. 253/2022 - DESENVOLVEDOR FULLSTACK,Eldorado,"Manaus, AM",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=d69600143a8cce21&fccid=70cf64a0b596b733&vjs=3
Data Engineer GCP,Datum TI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ed397af953c399dd&fccid=e267f08170cab296&vjs=3
Desenvolvedor(a) Back-end Python (remoto),GeekHunter,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=796a5bd13cd8afce&fccid=9ba8dec3013c0c90&vjs=3
DESENVOLVEDOR PYTHON - 777,Intern Brazil,"Curitiba, PR",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=7aaf23b407d4ab8b&fccid=cb4dd283f22a5cba&vjs=3
Assistente de Robotic Process Automation,Grupo Alldax Carreira,"Brasília, DF",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=5ea67da0bc63f6dd&fccid=138de759a8681ffa&vjs=3
Logistics Data Analytics Junior Associate,Shopee,"São Paulo, SP",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=8c894c8199dd2a48&fccid=0b476c4a7add47fe&vjs=3
"Data Specialist, Anti Money Laundering Team",Shopee,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a88e2c2fa90f295f&fccid=0b476c4a7add47fe&vjs=3
Analista de Mercado de Energia - Coleta de Faturas,Schneider Electric,"Jurubatuba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=491a59f59312e83e&fccid=8dc4399ddb463d4a&vjs=3
Cientista de Dados Pleno - Políticas de Fraude,Open Co,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=13d75ed0d09eeb13&fccid=98d28f69e5b7c531&vjs=3
Engenheiro(a) de Dados,Algar Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50022f572ffafd09&fccid=24e281b069f9195d&vjs=3
Cientista de Dados Pl/Sr - Inovação,DB,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4c6092bddde265db&fccid=98832d38444d971b&vjs=3
Analista Pleno de Políticas de Crédito,Banco BV,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3398eb6b4cd3c444&fccid=ceee6c892674bc45&vjs=3
Estágio Renda Fixa [Python],modalmais,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7ff7b1f24b454c50&fccid=3562b4e1ab8eee23&vjs=3
Desenvolvedor(a) Python/ Automação Júnior/Pleno,ONOVOLAB TALENTS,"São Carlos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0853ff9571526a1e&fccid=7abfc9653f7ef32d&vjs=3
ANALISTA DE DADOS,Kroton,"Valinhos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c0a88456ab0bee6a&fccid=0d436dbf384482b7&vjs=3
ANALISTA DE INFRAESTRUTURA,Grupo Vamos,"Mogi das Cruzes, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=0beafc880d8fa7e1&fccid=e48750de730ed84c&vjs=3
Desenvolvedor Full Stack,Satellitus,"Jundiaí, SP",EmployerAtiva 7 dias atrás,https://br.indeed.com/company/Satellitus/jobs/Desenvolvedor-Full-Stack-ba57d08b97b842c1?fccid=1986bf0e8f9b7df2&vjs=3
Especialista de Crédito (Ciência de Dados),REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a43a433510d9f7fe&fccid=e4bcb81ca9203d45&vjs=3
Bolsista,INSTITUTO EUVALDO LODI,,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=0d388a0951b66847&fccid=1cbca0579d4bc836&vjs=3
Engenheiro Líder (Python e Ruby),Turing.com,Home office,Postedhá 21 dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-L%C3%ADder-64477d8ea832a237?fccid=a2e0cbec0b626661&vjs=3
Estágio em Business Intelligence,Adtail,"Home office in São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=dfd338ee1ea30c9e&fccid=13c32ba62f451e56&vjs=3
DevOps Engineer - Cód 735 (Remoto),Platform Builders,"Home office in São Paulo, SP",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=223d04b05792591f&fccid=6afa7168ea51d5ff&vjs=3
Desenvolvedor(a) Back-end Junior,SEMEQ,"Hybrid remote in Limeira, SP",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/SEMEQ/jobs/Desenvolvedor-Back-End-Junior-8d593a9e2d98af58?fccid=8047507825b6b209&vjs=3
Desenvolvedor Back-End,Guelt Investimentos,"Rio de Janeiro, RJ",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=0ce85945a08de013&fccid=658aea7c9f7c8b21&vjs=3
Estágio em Desenvolvimento de Hardware & Sistemas Embarcados,Trimble,"Home office in Londrina, PR",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Trimble/jobs/Est%C3%A1gio-Desenvolvimento-Hardware-Sistemas-Embarcados-ecd47de342389396?fccid=41ffc18dec1f58bf&vjs=3
ESTÁGIO EM CIÊNCIA DE DADOS,Eldorado,"Manaus, AM",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=9622285e525b91cc&fccid=70cf64a0b596b733&vjs=3
DBA My SQL,Innolevels,"São Paulo, SP",EmployerAtiva 13 dias atrás,https://br.indeed.com/company/Innolevels/jobs/DBA-My-SQL-f45e89a017d41784?fccid=b98f3184c24b89e7&vjs=3
Analista de Desenvolvimento de Software Pleno,TAGNA Tecnologia,Home office,Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=38f5ac9a70ed3403&fccid=91aca88a6e1684d8&vjs=3
ESPECIALISTA EM CIÊNCIA DE DADOS,Eldorado,"Manaus, AM",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=db8f5acc4da085eb&fccid=70cf64a0b596b733&vjs=3
DESENVOLVEDOR(A) MACHINE LEARNING,Eldorado,"Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=35767f950125b52e&fccid=70cf64a0b596b733&vjs=3
Programador,EQS ENGENHARIA,"São Francisco do Conde, BA",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=355dccf63f678063&fccid=596dd9eede02b32e&vjs=3
Senior Software Engineer,Google,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cb47c39f77a157a7&fccid=a5b4499d9e91a5c6&vjs=3
"Desenvolvedor Backend Sênior (Go/Golang, Python e SQL)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Backend-S%C3%AAnior-7cdbe88fda5c521a?fccid=a2e0cbec0b626661&vjs=3
Analista de Incentivos - Senior,IBM,"Rio de Janeiro, RJ",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=a0e7ecbd33392b87&fccid=de71a49b535e21cb&vjs=3
Cost and Control Analyst - Logistic,Shopee,"São Paulo, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=436c67a7b746ea41&fccid=0b476c4a7add47fe&vjs=3
Pessoa desenvolvedora Full stack,Pelando,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=215e03e15d59b9d5&fccid=2c0df395aeb3f687&vjs=3
Engenheiro (a) de Software Backend (Java/ Kotlin/ Python/ GoLang) - AWS,Itaú,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dc5f94fc4e8e1fe3&fccid=df3b23afae2f3514&vjs=3
Desenvolvedor(a) PJ PHP Pleno [PRO-076 #62],Não encontrada,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=3738d42e4de40473&fccid=dd616958bd9ddc12&vjs=3
Cientista de Dados Senior,Petlove&Co,Home office,Postedhá 23 dias,https://br.indeed.com/company/Petlove/jobs/Cientista-Dados-Senior-d925e5454fb6ece0?fccid=3c4e799b25f58781&vjs=3
Cientista de Dados,Eniwine,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8731855bfad2d8a4&fccid=b7427f24684f8842&vjs=3
BRA Anl Tecnologia e Operações (Riscos PF e Cartoes),Santander Brasil,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=a5893124f0ce7a0e&fccid=e57a47a3d1d90e39&vjs=3
Analista de Prevenção à Fraude,Zigpay+netPDV,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=6ede4e8ea363be1d&fccid=32371cf6a3eeab78&vjs=3
Software Engineering Internship (Brazil),JobScore,"Joinville, SC",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=93baa2d1e2aff44d&fccid=63ad96aa2f9c2c4c&vjs=3
Estágio em Desenvolvimento de Software Linux,FiberWork Comunicações Ópticas,"Campinas, SP",EmployerAtiva 3 dias atrás,https://br.indeed.com/company/FiberWork-Comunica%C3%A7%C3%B5es-%C3%93pticas/jobs/Est%C3%A1gio-Desenvolvimento-Software-Linux-187fd3299a5fe241?fccid=f54e5fe5da7940d8&vjs=3
PESSOA ENGENHEIRA DE DADOS SR - 100% remoto,NAVA - Technology for Business,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f6306d1d42e7c28e&fccid=4df8c09240f8f9eb&vjs=3
Engenheiro de dados,Innolevels,"São Paulo, SP",EmployerAtiva 15 dias atrás,https://br.indeed.com/company/Innolevels/jobs/Engenheiro-Dados-a780193ba74f43ae?fccid=b98f3184c24b89e7&vjs=3
