title,company,location,how_old,link
ANALISTA DE SISTEMAS JUNIOR - DESENVOLVIMENTO,THS TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO,"Belém, PA",EmployerAtiva 4 dias atrás,https://br.indeed.com/company/THS-TECNOLOGIA-INFORMA%C3%87%C3%83O-E-COMUNICA%C3%87%C3%83O/jobs/Analista-Sistemas-Junior-a138dc3f5b43d6d5?fccid=e9620b0926719d34&vjs=3
"Desenvolvedor Multimídia (C, Java, Python, C++, and Golang)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Multim%C3%ADdia-0319e2cd78576556?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor Back-End (Python Flask),Keyrus Brazil,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6183a445f49927b8&fccid=59d45a7a1694e6f1&vjs=3
Estágio em Análise de Dados,Mindminers,"Home office in São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=5ae039b39b350300&fccid=e79d09efa3b7f4ad&vjs=3
Analista de Modelagem Estatística SR,OUZE,"Hybrid remote in São José, SC",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=1e3f4c19d50d536a&fccid=5f203627bef9d7f4&vjs=3
"Desenvolvedor Fullstack .NET, Node JS, Python",Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=78266ccfc814a998&fccid=dd616958bd9ddc12&vjs=3
BUSINESS ANALYTICS,Clearsale,"Home office in São Paulo, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?cmp=ClearSale-S%2FA&ti=Business+Analytics&jk=0d119369d8f4c6fd&fccid=4438f7444b1b8f47&vjs=3
Desenvolvedor Full Stack Python/PLSQL - Pleno,Ewave do Brasil,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e9ce61669f672683&fccid=3e70db4eb9a109af&vjs=3
Desenvolvedor(a) Python (remoto),GeekHunter,"Home office in Palmas, TO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f0d4795b92e6f113&fccid=9ba8dec3013c0c90&vjs=3
Pessoa Desenvolvedora de Python,Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Pessoa-Desenvolvedora-Python-d2d9fa4dfb48a6a1?fccid=a2e0cbec0b626661&vjs=3
Consultant - Manufacturing,McKinsey & Company,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2c999ea6010af93b&fccid=6576e7250aa78c3c&vjs=3
Desenvolvedor Python,Divulga Vagas,"Blumenau, SC",Postedhá 3 dias,https://br.indeed.com/rc/clk?jk=d5731f96e9969801&fccid=1abbffd7f44ec1e9&vjs=3
DESENVOLVEDOR BACKEND / PYTHON,Eldorado,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=82023752622a782a&fccid=70cf64a0b596b733&vjs=3
Analista de Suporte Jr,Icaro Tech,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=9614df6873a64755&fccid=bff4b84c722c1fe5&vjs=3
Estágio em Integração de Sistemas,Kyros Tecnologia,"Uberlândia, MG",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=6017d557f29778f9&fccid=6814b1e205d39b69&vjs=3
Pessoa Eng. Visão Computacional,Gabriel,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=011c93b0827608d5&fccid=b97595d9e6ace406&vjs=3
Analista de Dados (CRM),Grupo Panvel,"Eldorado do Sul, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=310302ba16d75b8e&fccid=336d97e8fb8f6d78&vjs=3
Estágio em Área de Dados,Vagas MRM Brasil,"Hybrid remote in São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=061a160c71fc7a57&fccid=570bc921bc189c74&vjs=3
Intern- SEG4,ST Engineering iDirect,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bf890449a595e363&fccid=52c45c5d49facc96&vjs=3
Senior Python Engineer,Oportunidades Gobetti RH,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9173e37973df5cee&fccid=5aabc083e6b8a70a&vjs=3
Analista Júnior - Estratégia,ITAPEVA Recuperação de Créditos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dead29bb48272f72&fccid=4bda090c393d045d&vjs=3
Senior Software Engineer - Observability (Python/Go/Kubernetes),Canonical - Jobs,,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=1e3594af4e555d1f&fccid=d40b824c7b625849&vjs=3
Engenheiro(a) de Dados,MESHA TECNOLOGIA,"Hybrid remote in Maceió, AL",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=872a4cd127231371&fccid=b40edd3944d0c8d7&vjs=3
Cientista de Dados JR,SiDi,"Recife, PE",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=4eb3b035976cdc57&fccid=d944f1c7c41daa58&vjs=3
"Desenvolvedor Full Stack (Python, Flask, RESTful web APIs, e Docker)",Turing.com,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-2227db97e0adeb4d?fccid=a2e0cbec0b626661&vjs=3
Cientista de Dados Sr,RHI Magnesita,"Contagem, MG",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=a7b42e7963ebee65&fccid=6b095741534c577b&vjs=3
Estágio TI,Grupo Panvel,"Eldorado do Sul, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a66851fdb9554624&fccid=336d97e8fb8f6d78&vjs=3
Analista de Business Intelligence Pleno,Buson,"Home office in São José dos Campos, SP",EmployerAtiva 5 dias atrás,https://br.indeed.com/company/Buson/jobs/Analista-Business-Intelligence-Pleno-079130eb5108dec6?fccid=d4c97dfeb02ecd89&vjs=3
Anl Tecnologia e Operações Pleno (Python/ PySpark),Santander Brasil,"São Paulo, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=167e6429cabd7b93&fccid=e57a47a3d1d90e39&vjs=3
ESTÁGIO TALENTO - CRM ANALÍTICO,Lojas Quero-Quero,"Cachoeirinha, RS",PostedHoje,https://br.indeed.com/rc/clk?jk=f262dad81ea948bb&fccid=03622d1d00114568&vjs=3
ICLINIC | Pessoa Engenheira de Software Backend Senior - Python,iClinic | Grupo Afya,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=230e70cb2c5bd7c0&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor (a) Python Sênior,UpFlux Process Mining,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b0df0ec37dd08881&fccid=2e937104c3aa0535&vjs=3
"Desenvolvedor Full Stack (Python, GCP, React e MongoDB)",Turing.com,Home office,Postedhá 9 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-9fd0a5702cac6ea5?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor Python Pleno,STORMGROUP,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=14ebfcbe3a39988c&fccid=2404d9972c04d23e&vjs=3
ANALISTA DE DATA ANALYTICS (Exclusiva para PCD) | Consumer Health | São Paulo/SP,Johnson & Johnson,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=87480408f0e421c2&fccid=0bed8e17bc113980&vjs=3
"Solutions Engineer, Ads",TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6f2c11fb839d7dbc&fccid=caed318a9335aac0&vjs=3
Pessoa Desenvolvedora Python Backend,Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Pessoa-Desenvolvedora-Python-Backend-97559943cee70dca?fccid=a2e0cbec0b626661&vjs=3
Analista de Modelagem de Risco e Rentabilidade Pleno (Remoto) - Bari Service,Banco Bari e Grupo,Home office,Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=6622c9b1918f0b62&fccid=2022686fd8d4e41c&vjs=3
Analytics Engineer PL,MadeiraMadeira,Home office,Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=278735ee100f7764&fccid=7522264cf9717691&vjs=3
Analista de Modelagem de Risco e Rentabilidade Pleno (Remoto) - Bari Service,Banco Bari e Grupo,Home office,Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=6622c9b1918f0b62&fccid=2022686fd8d4e41c&vjs=3
Analytics Engineer PL,MadeiraMadeira,Home office,Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=278735ee100f7764&fccid=7522264cf9717691&vjs=3
Desenvolvedor/Algo Trader de Crypto (Python e RESTful API),Turing.com,Home office,EmployerAtiva 20 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Algo-Trader-Crypto-3e51a35da1971fb4?fccid=a2e0cbec0b626661&vjs=3
BRA Espec Tecnologia e Operações,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=17d40a6aef2f2cdf&fccid=e57a47a3d1d90e39&vjs=3
Desenvolvedor (a) Back end - Python/Django,Integrity Consulting,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=33781530815c6887&fccid=2281e4a9c6647a41&vjs=3
Practice Analyst - Operations,McKinsey & Company,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6c1787a63b452a3b&fccid=6576e7250aa78c3c&vjs=3
Professor(a) Data Science - (Part time),Let's Code,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=43b672009b1acb06&fccid=00aa8f3bf3091b32&vjs=3
Python Backend Developer,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=0100282e0b7504a9&fccid=4b841d912d46e4fd&vjs=3
Desenvolvedor(a) Full Stack,LEWE Negócios,"Franca, SP",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Consig-Mais/jobs/Desenvolvedor-Full-Stack-4cc6d1f1c90fd20d?fccid=506e9f3209b98fe8&vjs=3
Customer Success Consultant SR,Cortex,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=4b759ed21817cd86&fccid=5f99eb6ef35d2311&vjs=3
DevOps Júnior,Appmax,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=c04ce36ba50b92ae&fccid=bf52a541fc5edf24&vjs=3
Engenheiro de Machine Learning (Python e NLP),Turing.com,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Machine-Learning-541e6d6ec48c588e?fccid=a2e0cbec0b626661&vjs=3
[Python] - Pessoa Desenvolvedora Pleno/Sênior,modalmais,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=4eba5e3346078fcf&fccid=3562b4e1ab8eee23&vjs=3
Data Specialist,TikTok,"São Paulo, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=d72aa9a0b8e44677&fccid=caed318a9335aac0&vjs=3
Pessoa Bolsista Pesquisadora em Machine Learning,Dell Lead,,EmployerAtiva 7 dias atrás,https://br.indeed.com/company/Lead-Dell/jobs/Pessoa-Bolsista-Pesquisadora-Machine-Learning-e4da13106807593d?fccid=01ed06d93b61278d&vjs=3
Desenvolvedor(a) Delphi,Não encontrada,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=c6fc51bba74ff1fd&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Python - Pleno,IVORY TALENT,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=33b23000c7b8019d&fccid=063d2ccddeffa394&vjs=3
DESENVOLVEDOR PYTHON - RIO DE JANEIRO,OEmprego,"Home office in Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=de6f6700da84cffd&fccid=919b31f0a22ef58e&vjs=3
Analista de Integrações,Pulses,Home office,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=bccf3aa8811934f7&fccid=79038d05e5b996a9&vjs=3
Desenvolvedor Python SR,Fitec- Inovações Tecnológicas,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e84fc48a8f268b85&fccid=e2baa8eeb9ec737c&vjs=3
[SICREDI] - Analista de Planejamento BI Pleno,Page Outsourcing Brasil,Home office,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=a74eee93ddd329b3&fccid=a49ac2f01d93ce5f&vjs=3
Cientista de Dados | Florianópolis,Unicred SC/PR,"Hybrid remote in Florianópolis, SC",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=4fd5dcefa4bab6ad&fccid=6f9aff6095fa58d3&vjs=3
ESTÁGIO EM DESENVOLVIMENTO DE SOFTWARE,FiberWork Comunicações Ópticas,"Campinas, SP",EmployerAtiva 3 dias atrás,https://br.indeed.com/company/FiberWork-Comunica%C3%A7%C3%B5es-%C3%93pticas/jobs/Est%C3%A1gio-Desenvolvimento-Software-43ec3e4c7a8a1bf8?fccid=f54e5fe5da7940d8&vjs=3
Analista de Dados Pleno - Home Office,RUFINO HR CONSULTING,"Home office in São Paulo, SP",EmployerAtiva 17 dias atrás,https://br.indeed.com/company/RUFINO-HR-CONSULTING/jobs/Analista-Dados-Pleno-da11ed17cdd66f6d?fccid=f1f1265387da1923&vjs=3
Especialista em Riscos,Cielo,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=9f76eeb0421a667b&fccid=914d1e1f722393dc&vjs=3
Analista de MIS e Portfólio Pleno,Digio,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1496c27b91edf968&fccid=dec45784a5e2d28c&vjs=3
Estágio de Desenvolvedor Web/App,Cheers,"Home office in Curitiba, PR",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=31d01954fdeae8fd&fccid=de0f798fe92f700f&vjs=3
Desenvolvedor Fullstack (React + Python),JustForYou,Home office,Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=7fe02cc2d3c4ccac&fccid=b9466cd758e6d343&vjs=3
Analista de Inteligência de Negócios Pleno,Casa do Construtor,"Rio Claro, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ba6467753ec6ddd2&fccid=27559d0cddf35925&vjs=3
Analista de Dados,A3Data,,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=c35c0f8d5f92357c&fccid=da9a0f944ccb7f3b&vjs=3
Profissional de Desenvolvimento,ORBIS Sistemas,"Florianópolis, SC",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=fcc86cf312eb5d55&fccid=36310391d211b26d&vjs=3
Machine Learning Engineer,HP,"Porto Alegre, RS",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=e70a043675157f22&fccid=c8eabfdb4fcf2d28&vjs=3
Desenvolvedor(a),EY,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=7d180e1e21ff9a1a&fccid=1544766d4c2915b0&vjs=3
Senior Data Scientist – QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=ebc7c5c06efb4d3b&fccid=6576e7250aa78c3c&vjs=3
Analista Quantitativo Júnior,Wise & Trust,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d34b6bb78b9e7ac4&fccid=204483696ed0a0b6&vjs=3
Pessoa Desenvolvedora Python - Bolsista/Pesquisador,Mollica IT,"São José dos Campos, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=33d0b0dd098ded68&fccid=84b376a38f4ec9c0&vjs=3
Analista de Dados Contábil,Autoglass,"Hybrid remote in Vila Velha, ES",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1cc0cf9d4e960cae&fccid=14bc40ec62116fda&vjs=3
Analista de Dados Júnior,Dynamox,"Florianópolis, SC",Postedhá 3 dias,https://br.indeed.com/rc/clk?jk=b116fa0fe7fde00f&fccid=91295c637a1951c6&vjs=3
GDP-549 - Pessoa Desenvolvedora Python - Pleno (Remoto),Instituto Atlântico,"Home office in Fortaleza, CE",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=a1b9c7e55cbefd32&fccid=e943863d58edb276&vjs=3
Analista de Dados - Data & Analytics,Grupo Henry Schein Brasil,"Home office in São José, SC",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=78c3106c8ff2d25a&fccid=0d45dc4fe60ffe27&vjs=3
Engenheira(o) de Dados - Senior (Remoto),Bix,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a3daeac47f297c37&fccid=50baf2a5aab91854&vjs=3
Analista BI - Remoto,Supera Tecnologia,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=f2b0136b318239c8&fccid=19e5782eb7a75943&vjs=3
Analista Sênior - Políticas Crédito e Cobrança,Cora Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=704bafdb27b099c1&fccid=c6f6eb272f17cbbf&vjs=3
"Intern, Forensic Investigations and Intelligence",Kroll,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b0bfbd14aa7e22be&fccid=2991547aff717aed&vjs=3
DESENVOLVEDOR PYTHON,Qualitá RH,"Home office in Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5ff461e818e6ff54&fccid=11c7c3d8f3d768d9&vjs=3
"Desenvolvedor Backend (Python, Golang, and SQL) - Remoto - Sao Paulo",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Backend-a1f2991416cfe9ed?fccid=a2e0cbec0b626661&vjs=3
Analista de BI,CSU,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=fb7a41869326b2d3&fccid=9e1417d1695581f8&vjs=3
Senior Python Developer,e-Core,"Porto Alegre, RS",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=bbf00250b3a04256&fccid=6f633518ec1f6fed&vjs=3
Anl Tecnologia e Operações +,Santander,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=ae03d665188e66b1&fccid=e57a47a3d1d90e39&vjs=3
desenvolvedor Python em Santo Antônio da Patrulha RS,Não encontrada,"Santo Antônio da Patrulha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cbb72c02772084ca&fccid=dd616958bd9ddc12&vjs=3
Pesquisadora [Zup Edu - Pesquisa],Zup Innovation,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=07788dc838073623&fccid=286575ef2237b3c9&vjs=3
Deal Structurer,Shell,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=06486ff5d13d2eba&fccid=167aa4ca2fe7d8e6&vjs=3
Cientista de Dados,Grupo Marista,"Home office in Curitiba, PR",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=ce4afb61261f22d7&fccid=43a2fb6353bbb09f&vjs=3
Analista de Programação - Ipojuca/PE,Infotec Brasil,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=c3f944d8c76d9fa5&fccid=8e5c47e4dc484e65&vjs=3
Assistente de Aplicação,ANDRITZ AG,"Home office in Porto Alegre, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=96cb8c0b16c72f91&fccid=31dc3ff412a8dc30&vjs=3
Desenvolvedor,Curriculum.com.br,,PostedHoje,https://br.indeed.com/rc/clk?jk=73df13fdb9f7a8ea&fccid=22d7ce555383096d&vjs=3
Information Security Analyst - DevSecOps (Remote),Seedz,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=16ca980d20b72352&fccid=ea45409212384433&vjs=3
DevSecOps Engineer - Remoto,Bnex,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Synapses-Holding-SA/jobs/Devsecops-Engineer-3cf6178d80dbaec3?fccid=99d7d15d9db800a3&vjs=3
Estágio em TI - Infra e Produtividade,Qexpert,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=661d0c0da8076b0c&fccid=97b262457d41d40f&vjs=3
Senior Data Scientist,Whirlpool Corporation,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a59730345f771af5&fccid=c403821dbe674a88&vjs=3
Estagiário de Suporte Técnico,iSPORTiSTiCS,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=08499bc8ae9d49d2&fccid=b6309b1b139f13b0&vjs=3
"Technical Solutions Consultant, Mobile Apps",Google,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0db2d923fa983a6b&fccid=a5b4499d9e91a5c6&vjs=3
ANALISTA DE TI (DESENVOLVIMENTO),ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSE DOS CAMPOS,"São José dos Campos, SP",Postedhá 6 dias,https://br.indeed.com/company/ASSOCIA%C3%87%C3%83O-SANTA-CASA-SA%C3%9ADE-DE-S%C3%83O-JOSE-DOS-CAMPOS/jobs/Analista-Ti-b5a6ac9a1fb2dba6?fccid=54136adb4787e1e4&vjs=3
"Desenvolvedor Full Stack (Python, Golang, React.js, DOM, e CSS)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-1eb0a2f439895dc3?fccid=a2e0cbec0b626661&vjs=3
Estágio em Eletrônica,Atman Systems,"Hybrid remote in Vitória, ES",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=90444ced60aef353&fccid=d6703284d4d7c15b&vjs=3
"Analista de Informações Gerenciais Junior (Laboratório) - São Paulo, SP",UnitedHealth Group,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=08bf829f325ebbf3&fccid=d3d3520998346837&vjs=3
Analista de Dados,Matriz,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=90342a36c02b36b2&fccid=ace40592301c5480&vjs=3
Data Engineer Full [Remoto],Cadastra,"Home office in Porto Alegre, RS",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=d951d0714b39acb9&fccid=599957f551c7eff1&vjs=3
Data Analyst,Edify Education,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=208eb160adf634ad&fccid=464e4f0205798a8a&vjs=3
PEBMED | Cientista de Dados Pleno,PEBMED,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=cea150c4d01ddc86&fccid=ec6d6e5d0bd8f28f&vjs=3
Desenvolvedor Python Backend Sênior,R&SSOUZA,"Home office in São Paulo, SP",EmployerAtiva 6 dias atrás,https://br.indeed.com/company/R&SSOUZA/jobs/Desenvolvedor-Python-Backend-S%C3%AAnior-82602b31b7cba9fc?fccid=bc6884909e8773b3&vjs=3
Estágio de Cibersegurança,KRYPTUS,"Campinas, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=dc4d66ca37454fab&fccid=55d431a88bf4eb2b&vjs=3
Pessoa Gerente de Análise de Risco (Analytics) - Fraude,Bankly,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=a53f7216454227f1&fccid=752e5cd79a6b52b8&vjs=3
Analista da Qualidade,Embraer,"Campinas, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=b3fec95db312d84f&fccid=f2a034f151ed245d&vjs=3
Analista de Teste / QA Júnior,Company Hero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4fc04ee220ece686&fccid=8af1b4d456a97b72&vjs=3
Analista de Migração de Dados PL (PJ)*,EDC Uni & Smart,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c30320d844e9b311&fccid=8fb09f4f37f0c002&vjs=3
Data Analytics Jr,Tony Veículos/Oncar,"Hybrid remote in São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d8d0d30246b319a5&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor C# para Desktop – SR,SiDi,Remoto,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f90cac8c5c103a11&fccid=d944f1c7c41daa58&vjs=3
Senior Software Engineer (MongoDB/Python),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=649da819a3af6434&fccid=d40b824c7b625849&vjs=3
Analista de Dados,Leccor,"São Paulo, SP",EmployerAtiva 8 dias atrás,https://br.indeed.com/company/Leccor/jobs/Analista-Dados-07e6d16a4643dd53?fccid=317eb81716e9212e&vjs=3
"Desenvolvedor Full Stack (React, Python e Django)",Turing.com,Home office,Postedhá 7 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-0a505d218b83254f?fccid=a2e0cbec0b626661&vjs=3
Analista de Sucesso do Cliente - GIS,INFLOR,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=23a3622470bbbdb4&fccid=3cb157468e50be93&vjs=3
0737 - Desenvolvedor de Sistemas JR - Pato Branco/PR,Sicredi,"Pato Branco, PR",Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=1dab4718e5591df2&fccid=0bedb393cb03c383&vjs=3
Engineering Manager - Remoto,Cobli,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=f2a542adaf33c3e6&fccid=a793438efc260ec2&vjs=3
"Cientista de Dados (Python, IA, ML e DevOps)",Turing.com,Home office,EmployerAtiva 24 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Cientista-Dados-b2e5cc8c2aff7ee3?fccid=a2e0cbec0b626661&vjs=3
Coordenador de Integrações,Mercafacil,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b9defa12d744b82a&fccid=e1d8d0a26265504b&vjs=3
Especialista em Modelagem de Crédito (Vaga Remota),Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=15b63f42741f7ccd&fccid=752e5cd79a6b52b8&vjs=3
Engenheiro de Dados,Clicksign,Home office,Postedhá 2 dias,https://br.indeed.com/company/Clicksign/jobs/Engenheiro-Dados-85204f4174e10424?fccid=2a7d6202d5658abc&vjs=3
Engenheiro de Dados,Cielo,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=298171db69dee1a4&fccid=914d1e1f722393dc&vjs=3
Estágio em Engenharia de Dados,WeVets,"Hybrid remote in São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=09dfec5cdcb4f16e&fccid=976c56e26f5d2fad&vjs=3
Python Developer,Decision Group,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5f45a9f14a0ac4e2&fccid=51781768edc58020&vjs=3
Analista de Desenvolvimento de Sistemas JR,Silimed Indústria de Implantes LTDA,"Rio de Janeiro, RJ",PostedHoje,https://br.indeed.com/rc/clk?jk=596e7a7087ff5b2a&fccid=54c8a21fa3842a79&vjs=3
Data Scientist - LATAM,Signifyd,"Home office in São Paulo, SP",Postedhá 30 dias,https://br.indeed.com/company/Signifyd/jobs/Data-Scientist-9eae8823bddb1b7a?fccid=fb39f30bde31b5f4&vjs=3
Data Scientist - Americas,Yara,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=d198c4a25fb61e6d&fccid=170dafc5aba5f055&vjs=3
Cientista de Dados | Modelagem de Risco de Crédito,Bava,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=95e53d7827935d89&fccid=835205bce53972ad&vjs=3
ANALISTA DE CRÉDITO SÊNIOR - GESTÃO DE PORTFÓLIO,Neon Pagamentos,Home office in Brasil,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=7075e163a5970439&fccid=f362771e1d0a24ae&vjs=3
